Bucket1,Bucket1Blue,Bucket1Red,Bucket2,Bucket2Blue,Bucket2Red,wins
12,5,7,88,45,43,535690
12,6,6,88,44,44,501271
12,7,5,88,43,45,464037
12,8,4,88,42,46,427799
12,9,3,88,41,47,391845
12,10,2,88,40,48,355647
12,11,1,88,39,49,319848
12,12,0,88,38,50,285720
13,0,13,87,50,37,713029
13,1,12,87,49,38,679574
13,2,11,87,48,39,647378
13,3,10,87,47,40,614856
13,4,9,87,46,41,582070
13,5,8,87,45,42,549393
13,6,7,87,44,43,515320
13,7,6,87,43,44,485304
13,8,5,87,42,45,450680
13,9,4,87,41,46,418545
13,10,3,87,40,47,385912
13,11,2,87,39,48,352779
13,12,1,87,38,49,319818
13,13,0,87,37,50,287294
14,0,14,86,50,36,709345
14,1,13,86,49,37,677935
14,2,12,86,48,38,649970
14,3,11,86,47,39,619404
14,4,10,86,46,40,590088
14,5,9,86,45,41,559595
14,6,8,86,44,42,529241
14,7,7,86,43,43,499438
14,8,6,86,42,44,470104
14,9,5,86,41,45,439587
14,10,4,86,40,46,409884
14,11,3,86,39,47,380779
14,12,2,86,38,48,350382
14,13,1,86,37,49,321462
14,14,0,86,36,50,290096
15,0,15,85,50,35,705400
15,1,14,85,49,36,678317
15,2,13,85,48,37,652025
15,3,12,85,47,38,624061
15,4,11,85,46,39,596211
15,5,10,85,45,40,567837
15,6,9,85,44,41,540704
15,7,8,85,43,42,513645
15,8,7,85,42,43,486206
15,9,6,85,41,44,458686
15,10,5,85,40,45,431892
15,11,4,85,39,46,404369
15,12,3,85,38,47,376388
15,13,2,85,37,48,349963
15,14,1,85,36,49,321454
15,15,0,85,35,50,294106
16,0,16,84,50,34,701659
16,1,15,84,49,35,677924
16,2,14,84,48,36,652007
16,3,13,84,47,37,625729
16,4,12,84,46,38,601349
16,5,11,84,45,39,575784
16,6,10,84,44,40,550817
16,7,9,84,43,41,524916
16,8,8,84,42,42,500446
16,9,7,84,41,43,474223
16,10,6,84,40,44,449182
16,11,5,84,39,45,423681
16,12,4,84,38,46,398663
16,13,3,84,37,47,373498
16,14,2,84,36,48,348338
16,15,1,84,35,49,323854
16,16,0,84,34,50,298176
17,0,17,83,50,33,698230
17,1,16,83,49,34,675647
17,2,15,83,48,35,652081
17,3,14,83,47,36,628456
17,4,13,83,46,37,605567
17,5,12,83,45,38,581761
17,6,11,83,44,39,558273
17,7,10,83,43,40,534295
17,8,9,83,42,41,510628
17,9,8,83,41,42,488219
17,10,7,83,40,43,464896
17,11,6,83,39,44,440594
17,12,5,83,38,45,418957
17,13,4,83,37,46,395009
17,14,3,83,36,47,371566
17,15,2,83,35,48,347967
17,16,1,83,34,49,324678
17,17,0,83,33,50,300666
18,0,18,82,50,32,695232
18,1,17,82,49,33,673201
18,2,16,82,48,34,651441
18,3,15,82,47,35,630555
18,4,14,82,46,36,608152
18,5,13,82,45,37,586831
18,6,12,82,44,38,565316
18,7,11,82,43,39,543573
18,8,10,82,42,40,521867
18,9,9,82,41,41,498969
18,10,8,82,40,42,478070
18,11,7,82,39,43,456004
18,12,6,82,38,44,435296
18,13,5,82,37,45,413986
18,14,4,82,36,46,391440
18,15,3,82,35,47,370267
18,16,2,82,34,48,348157
18,17,1,82,33,49,326547
18,18,0,82,32,50,304787
19,0,19,81,50,31,691679
19,1,18,81,49,32,670970
19,2,17,81,48,33,651150
19,3,16,81,47,34,630483
19,4,15,81,46,35,610452
19,5,14,81,45,36,590634
19,6,13,81,44,37,569936
19,7,12,81,43,38,549608
19,8,11,81,42,39,529870
19,9,10,81,41,40,509805
19,10,9,81,40,41,489076
19,11,8,81,39,42,468984
19,12,7,81,38,43,449373
19,13,6,81,37,44,429225
19,14,5,81,36,45,409149
19,15,4,81,35,46,388831
19,16,3,81,34,47,368143
19,17,2,81,33,48,348972
19,18,1,81,32,49,328389
19,19,0,81,31,50,308505
20,0,20,80,50,30,686777
20,1,19,80,49,31,668835
20,2,18,80,48,32,650262
20,3,17,80,47,33,631552
20,4,16,80,46,34,612487
20,5,15,80,45,35,594512
20,6,14,80,44,36,574983
20,7,13,80,43,37,556278
20,8,12,80,42,38,538090
20,9,11,80,41,39,518493
20,10,10,80,40,40,500226
20,11,9,80,39,41,480698
20,12,8,80,38,42,462270
20,13,7,80,37,43,443856
20,14,6,80,36,44,424564
20,15,5,80,35,45,406776
20,16,4,80,34,46,388023
20,17,3,80,33,47,369441
20,18,2,80,32,48,349955
20,19,1,80,31,49,331564
20,20,0,80,30,50,311932
21,0,21,79,50,29,683827
21,1,20,79,49,30,665778
21,2,19,79,48,31,648378
21,3,18,79,47,32,631534
21,4,17,79,46,33,613339
21,5,16,79,45,34,595881
21,6,15,79,44,35,578037
21,7,14,79,43,36,561428
21,8,13,79,42,37,543580
21,9,12,79,41,38,526833
21,10,11,79,40,39,508531
21,11,10,79,39,40,490666
21,12,9,79,38,41,473601
21,13,8,79,37,42,457203
21,14,7,79,36,43,438633
21,15,6,79,35,44,421504
21,16,5,79,34,45,403778
21,17,4,79,33,46,386238
21,18,3,79,32,47,369263
21,19,2,79,31,48,351472
21,20,1,79,30,49,333471
21,21,0,79,29,50,316205
22,0,22,78,50,28,678919
22,1,21,78,49,29,662430
22,2,20,78,48,30,646214
22,3,19,78,47,31,631040
22,4,18,78,46,32,614400
22,5,17,78,45,33,598424
22,6,16,78,44,34,581218
22,7,15,78,43,35,564999
22,8,14,78,42,36,548943
22,9,13,78,41,37,533347
22,10,12,78,40,38,515324
22,11,11,78,39,39,500173
22,12,10,78,38,40,483939
22,13,9,78,37,41,466561
22,14,8,78,36,42,451276
22,15,7,78,35,43,434981
22,16,6,78,34,44,419015
22,17,5,78,33,45,402254
22,18,4,78,32,46,386462
22,19,3,78,31,47,370065
22,20,2,78,30,48,353854
22,21,1,78,29,49,336226
22,22,0,78,28,50,320979
23,0,23,77,50,27,674875
23,1,22,77,49,28,660415
23,2,21,77,48,29,644197
23,3,20,77,47,30,630630
23,4,19,77,46,31,614599
23,5,18,77,45,32,599614
23,6,17,77,44,33,584069
23,7,16,77,43,34,568325
23,8,15,77,42,35,553183
23,9,14,77,41,36,538208
23,10,13,77,40,37,521928
23,11,12,77,39,38,507466
23,12,11,77,38,39,491862
23,13,10,77,37,40,478204
23,14,9,77,36,41,461841
23,15,8,77,35,42,448234
23,16,7,77,34,43,431824
23,17,6,77,33,44,416375
23,18,5,77,32,45,401551
23,19,4,77,31,46,384822
23,20,3,77,30,47,370487
23,21,2,77,29,48,355240
23,22,1,77,28,49,339752
23,23,0,77,27,50,324612
24,0,24,76,50,26,670449
24,1,23,76,49,27,656446
24,2,22,76,48,28,642813
24,3,21,76,47,29,629029
24,4,20,76,46,30,613724
24,5,19,76,45,31,599823
24,6,18,76,44,32,585466
24,7,17,76,43,33,571166
24,8,16,76,42,34,556230
24,9,15,76,41,35,542553
24,10,14,76,40,36,528691
24,11,13,76,39,37,514292
24,12,12,76,38,38,500181
24,13,11,76,37,39,485307
24,14,10,76,36,40,470905
24,15,9,76,35,41,456661
24,16,8,76,34,42,442827
24,17,7,76,33,43,428872
24,18,6,76,32,44,414976
24,19,5,76,31,45,400384
24,20,4,76,30,46,385448
24,21,3,76,29,47,371250
24,22,2,76,28,48,357315
24,23,1,76,27,49,342229
24,24,0,76,26,50,328419
25,0,25,75,50,25,666422
25,1,24,75,49,26,653222
25,2,23,75,48,27,639407
25,3,22,75,47,28,626910
25,4,21,75,46,29,612712
25,5,20,75,45,30,600227
25,6,19,75,44,31,586745
25,7,18,75,43,32,573881
25,8,17,75,42,33,559808
25,9,16,75,41,34,545892
25,10,15,75,40,35,534387
25,11,14,75,39,36,519897
25,12,13,75,38,37,506356
25,13,12,75,37,38,492377
25,14,11,75,36,39,480791
25,15,10,75,35,40,466389
25,16,9,75,34,41,453517
25,17,8,75,33,42,440441
25,18,7,75,32,43,426076
25,19,6,75,31,44,412835
25,20,5,75,30,45,400803
25,21,4,75,29,46,386103
25,22,3,75,28,47,373306
25,23,2,75,27,48,360470
25,24,1,75,26,49,346580
25,25,0,75,25,50,332973
26,0,26,74,50,24,662163
26,1,25,74,49,25,649850
26,2,24,74,48,26,637289
26,3,23,74,47,27,624392
26,4,22,74,46,28,612477
26,5,21,74,45,29,599711
26,6,20,74,44,30,588406
26,7,19,74,43,31,573992
26,8,18,74,42,32,562452
26,9,17,74,41,33,549662
26,10,16,74,40,34,537056
26,11,15,74,39,35,524813
26,12,14,74,38,36,512536
26,13,13,74,37,37,499568
26,14,12,74,36,38,487513
26,15,11,74,35,39,474146
26,16,10,74,34,40,461925
26,17,9,74,33,41,450334
26,18,8,74,32,42,437480
26,19,7,74,31,43,426232
26,20,6,74,30,44,412767
26,21,5,74,29,45,400569
26,22,4,74,28,46,386952
26,23,3,74,27,47,374921
26,24,2,74,26,48,362384
26,25,1,74,25,49,349815
26,26,0,74,24,50,337596
27,0,27,73,50,23,658132
27,1,26,73,49,24,645878
27,2,25,73,48,25,634196
27,3,24,73,47,26,622996
27,4,23,73,46,27,609918
27,5,22,73,45,28,599694
27,6,21,73,44,29,587413
27,7,20,73,43,30,575694
27,8,19,73,42,31,564078
27,9,18,73,41,32,553181
27,10,17,73,40,33,540493
27,11,16,73,39,34,529287
27,12,15,73,38,35,517435
27,13,14,73,37,36,505845
27,14,13,73,36,37,494767
27,15,12,73,35,38,482320
27,16,11,73,34,39,471609
27,17,10,73,33,40,459929
27,18,9,73,32,41,447152
27,19,8,73,31,42,435632
27,20,7,73,30,43,424294
27,21,6,73,29,44,412541
27,22,5,73,28,45,400380
27,23,4,73,27,46,390444
27,24,3,73,26,47,376943
27,25,2,73,25,48,365460
27,26,1,73,24,49,353669
27,27,0,73,23,50,342412
28,0,28,72,50,22,653179
28,1,27,72,49,23,641890
28,2,26,72,48,24,630462
28,3,25,72,47,25,619682
28,4,24,72,46,26,609222
28,5,23,72,45,27,597714
28,6,22,72,44,28,587903
28,7,21,72,43,29,576268
28,8,20,72,42,30,565870
28,9,19,72,41,31,554729
28,10,18,72,40,32,543642
28,11,17,72,39,33,532608
28,12,16,72,38,34,522202
28,13,15,72,37,35,510854
28,14,14,72,36,36,499959
28,15,13,72,35,37,489065
28,16,12,72,34,38,478052
28,17,11,72,33,39,466339
28,18,10,72,32,40,456173
28,19,9,72,31,41,445526
28,20,8,72,30,42,432570
28,21,7,72,29,43,422751
28,22,6,72,28,44,412706
28,23,5,72,27,45,401747
28,24,4,72,26,46,391401
28,25,3,72,25,47,379848
28,26,2,72,24,48,369178
28,27,1,72,23,49,357952
28,28,0,72,22,50,347710
29,0,29,71,50,21,647987
29,1,28,71,49,22,637286
29,2,27,71,48,23,627729
29,3,26,71,47,24,618414
29,4,25,71,46,25,607934
29,5,24,71,45,26,597168
29,6,23,71,44,27,586987
29,7,22,71,43,28,577070
29,8,21,71,42,29,566452
29,9,20,71,41,30,555775
29,10,19,71,40,31,545836
29,11,18,71,39,32,535649
29,12,17,71,38,33,524909
29,13,16,71,37,34,515508
29,14,15,71,36,35,504409
29,15,14,71,35,36,494266
29,16,13,71,34,37,484826
29,17,12,71,33,38,475153
29,18,11,71,32,39,464743
29,19,10,71,31,40,453667
29,20,9,71,30,41,443490
29,21,8,71,29,42,433704
29,22,7,71,28,43,423712
29,23,6,71,27,44,412640
29,24,5,71,26,45,402943
29,25,4,71,25,46,392958
29,26,3,71,24,47,382320
29,27,2,71,23,48,372356
29,28,1,71,22,49,362355
29,29,0,71,21,50,352294
30,0,30,70,50,20,642848
30,1,29,70,49,21,632853
30,2,28,70,48,22,623609
30,3,27,70,47,23,615591
30,4,26,70,46,24,605812
30,5,25,70,45,25,595306
30,6,24,70,44,26,585476
30,7,23,70,43,27,575572
30,8,22,70,42,28,568350
30,9,21,70,41,29,557367
30,10,20,70,40,30,547512
30,11,19,70,39,31,538423
30,12,18,70,38,32,529210
30,13,17,70,37,33,518878
30,14,16,70,36,34,510304
30,15,15,70,35,35,500224
30,16,14,70,34,36,490845
